text,emotion,pred_label,confidence,error_type
The US is cool because each month has a new threat! This month: Bioweapons. Thanks for telling me what to,sadness,joy,0.43417948,sadness → joy
thanks on reminder for Lil C's birthday today is the 5th n KT's Xmas program we practicing all day today lol,joy,surprise,0.5775641,joy → surprise
Apparently shoes do not fly if you throw them out of a moving vehicle. theywontbemissed,surprise,anger,0.34879813,surprise → anger
- I just got the chance to really SEE what's inside the small box they gave us.,surprise,joy,0.4540648,surprise → joy
"You should be excited for tonight's staff meeting, . It'll be nothing like anything you've ever experienced before",surprise,joy,0.7153734,surprise → joy
going to watch skate at Bryant Park,surprise,joy,0.63590825,surprise → joy
did u try taco n mac n cheese pizza???? I'm so cravin it right now BUT all the good food makes me sick,surprise,sadness,0.37020385,surprise → sadness
"Yeah, planning to do that actually. Got a Kinokuniya discount card, so I'm going to splurge. Just worried about being overwhelmed.",joy,sadness,0.43495697,joy → sadness
It's a really warm day in Seattle! My reeses chocolate is melting!!!,surprise,joy,0.621351,surprise → joy
Watching next day air,joy,sadness,0.41773728,joy → sadness
- So beautiful!! This lake is like a mirror!,surprise,joy,0.50583375,surprise → joy
"It's fucking cold here north now! It was like 77 DF yesterday where I was, here it's 37,4",surprise,sadness,0.3787671,surprise → sadness
i know. i need to get their cd somewhere.. hopefully they sell it here in finland.,sadness,joy,0.5896479,sadness → joy
Are you allowing to sabotage Your Empowering Success ? Give it back! 2 Timothy 2:7 queeninyou,sadness,anger,0.59960145,sadness → anger
won the '11 Championship over the saguaros 9-3. Nolan Arenado hit his 7th HR of fall MLB,surprise,joy,0.48378605,surprise → joy
Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iï¿½m a little morning grouch,surprise,anger,0.55016845,surprise → anger
new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,sadness,joy,0.35133243,sadness → joy
Broke out into my version of a fistpump. My parents were reminiscing of how daddy used to dance! (:,joy,surprise,0.48872864,joy → surprise
i could have got you some from work and not paid more than R20 per 2l,anger,sadness,0.38129222,anger → sadness
"went to sleep feeling like shit, woke up feeling like shit",joy,sadness,0.52855134,joy → sadness
Driving home for my birthday! sarcasm,joy,surprise,0.47297603,joy → surprise
INNERCHILD!SARAH LIKES COOKIES AND IS SAD THAT YOU FEEL SAD AND GUILTY,sadness,anger,0.62654376,sadness → anger
Revenge workouts start tomorrow. is the greatest motivator when channeled correctly.,anger,joy,0.637875,anger → joy
I legit just used my AP Stylebook for the 1st time outside of taking a test on it.,surprise,joy,0.47630996,surprise → joy
What tonight's class was supposed to be: professor swap. What it really was: pop quiz. happyholiday,surprise,joy,0.52386844,surprise → joy
"Towards the end of that video I prompted an exchange about Neck Tattoo Barbie through the chatroom, they were pro-neck tats",surprise,anger,0.56558853,surprise → anger
Comment my new myspace pictures plz?,joy,surprise,0.3998676,joy → surprise
omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.,sadness,joy,0.679317,sadness → joy
noooooo! I just spent two days getting that damn song OUT of my head,surprise,anger,0.49312568,surprise → anger
thanks homskis! Its like christmas!,joy,surprise,0.4284916,joy → surprise
LOL I will buy u some big star wars pants 4 Xmas !!!,joy,surprise,0.4251989,joy → surprise
i know that feeling way too well - have a nice walk,joy,neutral,0.9586425,joy → neutral
in IT-lesson at school and eating salad,sadness,joy,0.66826874,sadness → joy
"being a fan is certainly not about being attractive. But, if you like the pink, to each their own canucks",surprise,joy,0.5492303,surprise → joy
"Considering I was up till 4 &amp; slept till 12 today, I can't sleep.",surprise,sadness,0.49949548,surprise → sadness
He looked so downcast that even Angalo patted him on the shoulder .,sadness,anger,0.4304318,sadness → anger
"Um. Why can't I write smut tonight? I like smut. I want to write smut. Yet, nothing. No smut.",joy,sadness,0.3773987,joy → sadness
"At Portsmouth , Lily Lee creatively amplifies a passage from Machiavelli 's The Prince , inscribing a chilling statement in a bold agitated hand .",sadness,anger,0.57982546,sadness → anger
i got a job at banana republic it pays the bills i m feeling more outgoing and productive than i have in over a year but at the end of the day when i m going to bed i still feel struck by a sense of metallic hollowness,sadness,neutral,0.81087303,sadness → neutral
Off to see Wolverine,surprise,joy,0.6591675,surprise → joy
just realized I have an exam tomorrow in my stars and galaxies class...,surprise,joy,0.39072502,surprise → joy
i suspect that reading the books in sequence might make the wider series arc of the story more understandable but book is perfectly readable in its own right and i didn t feel disadvantaged by not knowing what had gone before,sadness,neutral,0.89526975,sadness → neutral
Lol It's like you have a cult.. haha,love,joy,0.5740917,love → joy
Why am I completing facebook quizzes at this time of the morning... especially a friday morning,surprise,anger,0.35928074,surprise → anger
i feel the need to address this because you are such a popular christian fundamentalist,joy,neutral,0.870111,joy → neutral
I lluuvv u too.. ahhh im gonna miss u evenn moreee! lol,love,sadness,0.32753146,love → sadness
listening to David Archuleta album it's amazing,love,joy,0.5678221,love → joy
i think the food i ate made me sick.. i no feel so good,sadness,neutral,0.92471486,sadness → neutral
falling asleep and waking to gun shots arent fun,surprise,sadness,0.35689375,surprise → sadness
Im suppose to be productive this week but I just woke up....screwfinals,joy,sadness,0.36879554,joy → sadness
Wake Up..... Please.,sadness,joy,0.32055178,sadness → joy
When are gonna release another album already?!? I miss them,joy,sadness,0.5975445,joy → sadness
A woman worth sum definitely worth some Effort,anger,joy,0.41217688,anger → joy
LT from the skins game yesterday,anger,joy,0.44511,anger → joy
I now have my one and only personal nutritionist - just a shame they've decide to cut my calorie intake just before a Friday! GREAT!!!,joy,sadness,0.42476445,joy → sadness
"aiyo! so poor thing eh you! nevrmine la, the night is still young",joy,surprise,0.3419095,joy → surprise
"Is it bad that I'm sitting here watching a Pens replay and getting excited? I think it's the coffee, but... Who knows.",sadness,joy,0.53022975,sadness → joy
i feel lonely it is just a time to press in to his presence and lean on him to be my friend my comforter my encourager,joy,anger,0.995145,joy → anger
head is killing me &amp;&amp; I gotta study for two hard tests tomorrow.!,joy,sadness,0.5798117,joy → sadness
Got to go to sleep or not :( night not in a good me .... sad sick moodyme,anger,sadness,0.9155788,anger → sadness
BARRY SCOTT IN JAPANESE AND FAST FORWARD xxxx,anger,joy,0.6529691,anger → joy
i was feeling her sha i liked her dbanj opens up on romance rumours more watch the ndanitv teaser http www,joy,neutral,0.9000162,joy → neutral
Happy Mother's Day,joy,love,0.6985798,joy → love
"Good start to the night, lets keep it up,",surprise,joy,0.8707251,surprise → joy
Are you done ?,anger,sadness,0.32325062,anger → sadness
"RT, follow and WIN one of the 5 special collector items that we are giving away to our Twitter friends! RT WIN",surprise,joy,0.6006559,surprise → joy
Awe the money in the world couldn't give me the I'm feeling .!!!,joy,sadness,0.5701179,joy → sadness
You poor soul! I've been cleaning and then I get to put up Christmas decorations.,joy,sadness,0.47060102,joy → sadness
is about to go for a run.. in this weather..,sadness,joy,0.48961958,sadness → joy
Just printed my mom an Amazon gift card for Happy Mothers Day talk about last minute.,joy,surprise,0.65756243,joy → surprise
Decided I'm moving to Boulder Colorado.. :) .,surprise,joy,0.5400643,surprise → joy
Hate being sick especially when there's no one to pamper me,sadness,anger,0.5982605,sadness → anger
is hitting the streets. 40 hours living with Lexington's homeless. No problem. No Facebook or Twitter... Pray for us.,joy,sadness,0.52544165,joy → sadness
There are 10 books on the shelf and someone decides to request mine :/ typical.,anger,surprise,0.38876894,anger → surprise
- Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,surprise,sadness,0.4783066,surprise → sadness
"well speak fucking english sis, oh ps cyah friday gurl ~",surprise,joy,0.46670154,surprise → joy
"jfc, it needs to be the 23rd. i will have been graduated, and i ended up getting AWESOME hook-ups for FTSK and Rocket. so excited!",surprise,joy,0.7334286,surprise → joy
Me and Zac are straight snackin in chemistry. My teacher isn't here again.,surprise,sadness,0.54602325,surprise → sadness
So incredibly tired right now. Think I might just go to sleep. Which means I'll be up in the middle of the night since it's only 7:15.,joy,sadness,0.63932335,joy → sadness
Carol Vorderman cancelled her interivew with me... so now I have no proof against all you non-believers!,joy,anger,0.53071284,joy → anger
i just drove past your hotel wish u was ere. I'm thinking a december trip for a real white xmas!!,joy,surprise,0.58979326,joy → surprise
I had not eaten anything for 2 days to be able to pay the fine for my fiancT. But he stayed in another town and spent one thousand shillings in the restaurant during the same time.,anger,sadness,0.35336092,anger → sadness
Is there ever going to be another production of The Last 5 Years in NY????????? I still haven't seen it,surprise,sadness,0.57839096,surprise → sadness
not gonna ask what a boom boom is! morning.,sadness,surprise,0.4893576,sadness → surprise
omg cake would be awesome! I haven't had it since my sister's birthday ):,sadness,surprise,0.72288334,sadness → surprise
ms wee's wedding!!!!,surprise,joy,0.4003392,surprise → joy
is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there's gon be any partyin 2nyt,joy,surprise,0.40216753,joy → surprise
so....i'm guessing no BGN?,surprise,sadness,0.42088687,surprise → sadness
Saturday Night Live in 3 minutes Jimmy should still be on it.,sadness,joy,0.36670056,sadness → joy
Rain home in the rain,joy,sadness,0.58085304,joy → sadness
"well since we're confessing crap, me and alejandro do make fun of you",surprise,joy,0.777821,surprise → joy
"Je suis en TD, j'ai pas fait mon taf et il reste 4 personnes pouvant être interrogée",sadness,surprise,0.7647676,sadness → surprise
i feel like you see interaction with him as acceptable or unavoidable when faced with the possibility of having to explain the truth about your actions in our marriage,sadness,neutral,0.866855,sadness → neutral
Well I'm like the only Twilight fan that has to wait until SUNDAY to watch the movie!!,anger,surprise,0.36697307,anger → surprise
&amp;not gonna lie. it's 60 degrees in here. thanks for leavin me your sweater molly. brrrrr,sadness,surprise,0.44642904,sadness → surprise
don't encourage me... I've got years of this stuff. you will regret it !,sadness,anger,0.6291367,sadness → anger
"Party, aber Subway alle",sadness,joy,0.49264318,sadness → joy
im feeling more at ease stressed yes but if you knew me youd no that its unavoidable with a week family road trip coming up,sadness,joy,0.99533904,sadness → joy
pure twittering my friends he's a pure nymph or summmit. I'm FANTABULOUS. miss yeees guys.,anger,sadness,0.35793605,anger → sadness
It'd be more convenient if Whitehouse had a Starbucks. Then this frap wouldnt be melted by the time I get it to ..,surprise,sadness,0.33931208,surprise → sadness
unpacking my new toy arrived in the studio right now it's called TC Finalizer. can't wait to check how it sounds !!!,joy,surprise,0.49296066,joy → surprise
"A blind man trying to find his way o the toillet ... On a moving train, stumbles a lil and indian woman mumbles hes drunk.. HES BLIND",anger,sadness,0.6469741,anger → sadness
"House all to myself, baking cupcakes and a cake, snuggled up to my pup with hot chocolate reading and waiting on my man to arrive!",surprise,joy,0.5865959,surprise → joy
makes me poor mistakes make me poorer books make me rich friends make me richer,anger,sadness,0.5877591,anger → sadness
Tooday passed pretty quickly.,surprise,joy,0.5720262,surprise → joy
More to thank for ff shouts and heaps more. Sry will be here all night i now realise,love,joy,0.74329317,love → joy
"While having a discussion with a colleague of mine, I realized that her conception of man and work were similar to mine.",joy,anger,0.3994903,joy → anger
Prom was awesome.,joy,surprise,0.44829673,joy → surprise
Finally got a date for the bonfire tonight. Kinda last option but whatever. None of the chicks I wanted to go with never texted me back,joy,surprise,0.31372556,joy → surprise
"sittin here bored az fin 2 do at lyk 3:30 in da morning in monroe,louisiana!!!",sadness,joy,0.38667715,sadness → joy
i feel fine lyrics a href http contraacorrupcaoedefesadomeioambiente,sadness,neutral,0.78385216,sadness → neutral
"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better what else is next?",anger,surprise,0.54032236,anger → surprise
"trying to get used to twitter, i have a cold",anger,sadness,0.6294854,anger → sadness
please ignore cheesey music,surprise,sadness,0.44444448,surprise → sadness
"wow, EMC's new site is - different",surprise,joy,0.4643397,surprise → joy
there's relisting fees when you don't complete a sale? that sucks!,surprise,sadness,0.4586141,surprise → sadness
i feel like we have a terrific company and we re very old school in that once we grip someone s hand fundamentally we believe that s a deal,joy,neutral,0.81709635,joy → neutral
I WANNA GO.,joy,sadness,0.37462416,joy → sadness
Catching up on 2 weeks of LOST and Grey's!! House is quiet again.,surprise,joy,0.49539754,surprise → joy
shit nabura lht ng files ko sa USB ksama pa nmn dun ung mga pics ng =(( un,sadness,surprise,0.37700945,sadness → surprise
Missed you at LoDo's,anger,sadness,0.5801839,anger → sadness
meet the robbinsons! best movie ever,surprise,joy,0.57904834,surprise → joy
works sucks without being able to stream KWOD,anger,sadness,0.59852254,anger → sadness
I don't see why not,neutral,sadness,0.6133245,neutral → sadness
l will sleep back nah. Good darky cold nite.,sadness,joy,0.43210214,sadness → joy
Busy busy bee..... I wish I didn't have 2 do laundry! Worst,anger,sadness,0.4908799,anger → sadness
Good luck on final!,surprise,joy,0.7011225,surprise → joy
Wow what a storm we just had!!! Now no power,surprise,sadness,0.6611721,surprise → sadness
"Going to REtake my Softball photo because Patrick's Studio is a piece of shit. Back here for chores. Some Friday, huh?",sadness,joy,0.4027593,sadness → joy
"oops, eldhose bhai uploaded the same too, Did you read the hindu's article on BarCamp? Binny rocks man",joy,surprise,0.4270515,joy → surprise
is that teh part where hes liek feeling the girl. i feel sooo soooory for her,surprise,sadness,0.50620174,surprise → sadness
"Yeah , yeah , I know what I selected . Just give me my money !",anger,joy,0.50419396,anger → joy
If money is your only motive I feel sorry for you.,joy,sadness,0.8317718,joy → sadness
"Off to hospital shortly, operation scheduled for tomorrow a.m. Hopefully back by Xmas, otherwise see you in New Year brickingit",surprise,joy,0.5834445,surprise → joy
i'm awake why? se my phone loudly vibrated early this morning &amp; i cant go back to sleep.,joy,sadness,0.45770323,joy → sadness
Nvd i was sitting on it,joy,sadness,0.42959112,joy → sadness
"damn, my photo is gone!",anger,sadness,0.54787314,anger → sadness
That's one of the reasons we thought &quot;Should we have a kid?&quot; &quot;Nah - let's get a piano instead.&quot; You poor buggers,surprise,sadness,0.38854656,surprise → sadness
"I went to buy a bicycle with my father. When I wanted to pay, my father took his purse and payed.",joy,anger,0.2842284,joy → anger
Gonna put my hands to something productive and make it count aint nobody gonna take it...,joy,sadness,0.3806135,joy → sadness
aww. i hear mario kart being played downstairs by the homies as i continue to study for finals.,sadness,joy,0.51021636,sadness → joy
i feel myrtle pulling the glove from my hand but thats about all i can make out in my dazed state,love,neutral,0.9686387,love → neutral
and todays the day i find out if my kidneys failing..,joy,sadness,0.5481797,joy → sadness
Mean people suck.,sadness,anger,0.4697326,sadness → anger
Endlessly fascinated by the dual engine monitor in this cab. Then it reminds me of sustainability fail . Sorry next gen.,surprise,sadness,0.4135971,surprise → sadness
spread your wings and prepare to fly.... ; ) SOON!!!,surprise,joy,0.77378213,surprise → joy
"I was seeing only one side of it, but it looked interesting. And deep.",love,sadness,0.42704612,love → sadness
OK .,neutral,joy,0.46806028,neutral → joy
totally addicted to xbox carcassonne. i also really love tomb raider legend. and still badly NEED bolt.,joy,sadness,0.32672364,joy → sadness
I could see your quote but not vote for it??,surprise,sadness,0.50961244,surprise → sadness
"To Twitter &amp; Facebook Police- Santa Clause isn't real, some people think cucumbers taste better pickled, &amp; OJ did that shit.",surprise,anger,0.3366239,surprise → anger
"truth comes out, feelings come out wen is among you BlackPPl",anger,sadness,0.39730933,anger → sadness
Watchin' JONAS,surprise,joy,0.4595711,surprise → joy
I have to pray and apologize to God for getting so another thing i have to work on and pray about,anger,sadness,0.5887953,anger → sadness
its open now??? Its so good!!! But didn't agree w/me,love,surprise,0.4485771,love → surprise
"She really gon cry when she see the spot we reserved, crybaby.",surprise,sadness,0.3214505,surprise → sadness
whaaat. I still have next week,surprise,joy,0.34299698,surprise → joy
"web20 .prologue - Modern Liberalism, Misconstrued (2nd 1/2 of Bible -- &quot;Christ -- without the Crucifiction&quot; Abstraction w/o 'Skin'",surprise,sadness,0.32728174,surprise → sadness
Excuse me . I'm afraid you're in my seat . You've moved my books .,neutral,anger,0.8640066,neutral → anger
"mau diet curcol di twitter pasti gagal yg tadi makan dikondangan,sekarang makan pecel lele LOL ancur sudah diet ku LOL",anger,surprise,0.47921738,anger → surprise
BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,sadness,surprise,0.6085562,sadness → surprise
Job??????? Not so much.,surprise,sadness,0.3862548,surprise → sadness
i come home to find no one home :( wah,surprise,sadness,0.54151845,surprise → sadness
i have a feeling though that if there is an eviction proceeding itll be a messy one,neutral,joy,0.56684804,neutral → joy
when it rains it pours - how true is that? I'm so sorry I hate those kinda times.,surprise,sadness,0.6282542,surprise → sadness
LSU fans have no class whatsoever. Its actually laughable. Les Miles face showed it all,sadness,anger,0.45449153,sadness → anger
tomorrow's mother's day me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow &gt;_&lt;,love,surprise,0.4629584,love → surprise
i should make my facebook password a word i have trouble spelling quickly. i would learn it sooo fast. anonymous license,surprise,sadness,0.52500993,surprise → sadness
i feel it can be quite foolish to not have some kind of travel insurance coverage especially if you re flying abroad,anger,joy,0.3940862,anger → joy
why you will so little time in rio de janeiro? forgive babelfish!,joy,sadness,0.37716526,joy → sadness
My alarm informed me that its going off in 2 hours and 37 mins.,joy,sadness,0.39322016,joy → sadness
lol you saw where I was going with h of my last names are to common nothing special on me,joy,surprise,0.51081055,joy → surprise
My girlfriend sent me a letter with a shiny picture in it.,joy,surprise,0.54713047,joy → surprise
Experiencing all stages of grief this finals week bargaining depression acceptance ImGoingToFail,anger,sadness,0.91030926,anger → sadness
When I won an unexpected sum of money.,joy,surprise,0.56487244,joy → surprise
"home=san diego, why did the san jose weather fallow me",love,sadness,0.40881896,love → sadness
"all my wishes to my lovely beautybugs in the U.S, happy thanksgivings! XOXO food",joy,love,0.52927387,joy → love
my life is t had reminder go off on my phone to recharge toothbrush!,sadness,joy,0.3850468,sadness → joy
"In front of stunned mourners he told grieving widow Linsay Robinson to ` pay up or else "" .",surprise,sadness,0.5786157,surprise → sadness
i got a bunch of remixes but not the cd that they just released it was only from stand up and scream,sadness,joy,0.46686515,sadness → joy
Talk at you all lates!,sadness,joy,0.63942003,sadness → joy
omg J.O.N.A.S. is my new fave show &lt;3 one guess as to why hahahha,joy,surprise,0.43111956,joy → surprise
death of my grnadfather after having been in hospital for so long with cancer of the oesophagus,neutral,sadness,0.5920613,neutral → sadness
I'm sorry hon I know how it feels though...I'm usually crazy but at a family gathering I'd probably hold back like that also,joy,sadness,0.5826219,joy → sadness
"hey! not much, you?",sadness,surprise,0.48752865,sadness → surprise
"Well aren't you just the kindest people in the world Unfortunately, I have no such enquiries!",anger,sadness,0.6729674,anger → sadness
"you end things with me because you say you're not ready for a relationship, 3 weeks later you're dating someone?",anger,sadness,0.3597909,anger → sadness
That's me set up for an exciting Sunday lol,sadness,joy,0.6615847,sadness → joy
There's a huge bulldyke eyein me,surprise,sadness,0.36974803,surprise → sadness
aww :/ kk I need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.,sadness,joy,0.37410283,sadness → joy
What did you get? My day is alright.. haven't done anything yet. leaving soon to my stepsister though!,surprise,sadness,0.40000007,surprise → sadness
Retweeting : Win an AT&amp;T Pantech Matrix Pro - it's easy to enter! so go do it!,sadness,joy,0.60446566,sadness → joy
"I work in a room in the middle of the office, thus no windows. We call it the programmer cave, I can only imagine the sky.",joy,sadness,0.46282032,joy → sadness
study study study. What fun on a Saturday.,sadness,joy,0.83652115,sadness → joy
"Unexpectedly I met some persons who I like very much. Spontaneously they invited me and integrated me within their group, although it was late in the evening.",joy,surprise,0.41755968,joy → surprise
“ I believe SOME people find in trying to start arguments -__-”,joy,anger,0.71689266,joy → anger
got such sore feet,anger,sadness,0.62890106,anger → sadness
y I'm single.. and the fact no one has stole my heart,anger,sadness,0.37704834,anger → sadness
"Kiran, Sorry about ur bad land'g: Hope ur neck feels better. At least, u didn't break it like JD. Btw, ur in fine shape.",sadness,joy,0.4054072,sadness → joy
I forgot about it and I already ate lunch so I guess I'm not going.,surprise,sadness,0.7624967,surprise → sadness
"????, ?? sctest ????? ?? ?????, ?????? ??? ??? ????????, ?? ?? ????? ???? .",surprise,anger,0.2817376,surprise → anger
"I thought that I would be scolded for a comment I had made, which I should not have made.",sadness,anger,0.9014712,sadness → anger
Glad to see you're still around,love,joy,0.56708336,love → joy
"Cranston repeated , fighting hard to control the excitement in his voice .",joy,anger,0.38974687,joy → anger
"Happy birthday You're the bestestest seesta anybody could ever ask for. I loooove you. You got your gift, your hubby",surprise,love,0.45718592,surprise → love
"Pasta is a vegetable, right??!! Well, at least according to the can of my veggie soup it is!",surprise,joy,0.45258063,surprise → joy
"Hey, thank you very much, that's very kind of you to say",surprise,joy,0.5700376,surprise → joy
i feel for them and need to be thankful for everyday my platelets stay in a normal range,neutral,anger,0.6190706,neutral → anger
i feel u but its sooo close to me hard not to but i cant so no point ugh,sadness,neutral,0.92247355,sadness → neutral
I would neever lie to you.. He's not back yet.. But the forecast for next saturday calls for a little salt so who knows.,surprise,sadness,0.420044,surprise → sadness
just got back home... bored now,anger,sadness,0.52780485,anger → sadness
OOO YUK !! thats not good Im retching as we tweet,surprise,joy,0.33805954,surprise → joy
Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz,joy,surprise,0.41488722,joy → surprise
hahah I wish that was true. This is really really bad just gonna stay home and chill tonight. And as usual I REALLY wanted to go.,anger,joy,0.35696957,anger → joy
I know. hhrs,love,sadness,0.4781641,love → sadness
"Just been in that kind of mood, not reason at all. Lol, but I'll try not to be too mushy around you! I can behave!",love,sadness,0.40537253,love → sadness
"of when your phone starts falling towards your face , but you save it. amazing",sadness,surprise,0.3127931,sadness → surprise
It's always fun when my clients don't come in on time,anger,joy,0.51275927,anger → joy
I'll beat him .,anger,joy,0.32836908,anger → joy
"Ok donc à qq minutes près, j'étais sur les lieux d'un braquage en live.",sadness,surprise,0.7969609,sadness → surprise
To Lisa: Yes I know who ur talking about and yes he is an ass. Dont let him get to have a great thing going with this chris,surprise,anger,0.31122264,surprise → anger
Mad tht I didn't make time to hang out with a friend but I already pinky promised tht I will clear my calendar tomorrow,anger,sadness,0.35820147,anger → sadness
Conveniently waking up from a nightmare &amp; not being able to sleep again,joy,sadness,0.7269613,joy → sadness
Everyone is so sad about the no touching rule. You still get to see them! More than most of us get!,joy,sadness,0.9073994,joy → sadness
Tea Party does badly after yrs of the msm calling them bigots and racists (anti-semitic ows'ers are praised),surprise,anger,0.7671562,surprise → anger
Why do I have to enter my registration details every time I update?,anger,sadness,0.42609063,anger → sadness
Nothing beats getting a Christmas card from friends &amp; seeing that a pic u took of them is their Xmas card! + 2nd 1 inside! photography,joy,surprise,0.5898267,joy → surprise
"Despite moments of despondency , de Gaulle himself certainly did not give up hope .",sadness,anger,0.8573739,sadness → anger
I love how kiernan makes a point of telling me to spread the word that she put up a new study guide... when she never even put it up.,anger,surprise,0.34615627,anger → surprise
i was so annoyed with myself for letting these crazy fans and crazy haters make me feel dumb for liking this series,anger,neutral,0.92478794,anger → neutral
"Just arrived in the university, not knowing anybody.",sadness,surprise,0.4677052,sadness → surprise
Watching SNL gahhhhh Will Forte is soooooo funty!!!,love,joy,0.7662411,love → joy
Maybe going apartment shopping with Ashley?,sadness,surprise,0.42191532,sadness → surprise
Shopping at sam's club in baton rouge. Mom brought step-dad to charity hospital so i cant go home yet i had plans....,sadness,joy,0.35354236,sadness → joy
I left that for people to complete,joy,sadness,0.4181096,joy → sadness
Hmm. I don't hate Finn's voice in this last song. glee,surprise,joy,0.35909146,surprise → joy
My professor ended our class christmas party with mariah carey. faveteacher,joy,surprise,0.50679886,joy → surprise
- me &amp; raj SQUAD UP!,sadness,joy,0.7222388,sadness → joy
No gas PLUS no money = Desperation!!! and that's the word of the day!,anger,sadness,0.4713137,anger → sadness
Goooooooood Mornin Tweeps! It's going to be an Awesome Monday - I can already tell... not even 8am and my inbox is clean,surprise,joy,0.5883567,surprise → joy
"I got the dispatch e-mail about my books an hour ago, and UPS' status is already 'Exception'.",sadness,anger,0.43959337,sadness → anger
"I can't touch tangibly, but I can feel Him tangibly affect me-Sy Rogers",joy,sadness,0.6783005,joy → sadness
Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,joy,sadness,0.40106273,joy → sadness
i feel quite boring but theres nothing exciting happening around beechwood lately,neutral,joy,0.70225775,neutral → joy
i feel like Chopping down a tree,anger,neutral,0.9949477,anger → neutral
"If u can't find in a bowl of icecream, u won't find it in an unopened half gallon. EnjoyWhatYouHave",joy,surprise,0.3820524,joy → surprise
How often ?,neutral,sadness,0.36321434,neutral → sadness
"A delighted , if somewhat bewildered smile tugging at her own mouth , her eyes alight with laughter , she watched him melt into the crowds .",surprise,joy,0.7900962,surprise → joy
good luck with the pump!,sadness,joy,0.8554077,sadness → joy
nothing.. just looking for me a car. im haven no luck at all!,surprise,sadness,0.65966797,surprise → sadness
raaah it's not even december yet but i've already got to put up with the radio playing All I Want For Christmas Is You?,anger,surprise,0.42493463,anger → surprise
"In bed now tonight has been really really funny, best family ever !",love,joy,0.8317975,love → joy
"I had a very good friend in secondary school. The year after our graduation I prepared to celebrate her birthday and I called off all my appointments. I got together the other friends and we were ready to give the entire day to her. However this friend disappeared on her birthday. When I phoned another friend I discovered thay she was busy, I did not call her anymore.",anger,surprise,0.44625226,anger → surprise
Your hair is MY matt ball &lt;3,love,joy,0.41304496,love → joy
guess I have to get dressed and be pretty then,sadness,joy,0.49494237,sadness → joy
"You're beautiful and amazing. lol And honestly, I hope and pray you don't have a boyfriend. lol",surprise,joy,0.3731159,surprise → joy
"next time just go online and show the club owner an ean golden video, hahaha... (i am fan, did i mention that?! )",surprise,joy,0.4843791,surprise → joy
"As in, one can activate TimeMachine within OS X and browse your file history WITHOUT the backup drive connected!",surprise,joy,0.40675566,surprise → joy
Father forgive me for my and help me live boldly in Your truth GloryOfTheCross,sadness,joy,0.79683536,sadness → joy
Going to see Angels and Demons tonight. It better not scare me!!,sadness,joy,0.39241695,sadness → joy
im sick. and i sound like a man.,joy,sadness,0.8062127,joy → sadness
Don't we all love bank holidays,joy,love,0.35925755,joy → love
"is a state of mind, is a state of heart...",joy,sadness,0.4940799,joy → sadness
I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers,anger,sadness,0.77719814,anger → sadness
i have found myself feeling a little less shy and meager,joy,neutral,0.9872635,joy → neutral
what about name Jana? there you've got lots of options..,joy,surprise,0.4232529,joy → surprise
Kyneton for breakfast this morning at Slow Living. Noice. Such a beautiful sunny autumn day Drove back to Melb via Daylesford,love,joy,0.64190984,love → joy
the closest is a good two hours,sadness,joy,0.424629,sadness → joy
i don t feel so brave,neutral,anger,0.53251666,neutral → anger
Oh MAN !! I was going to connect my old school Nintendo to play mario games. And is not in the bag I gotta search for it.,surprise,anger,0.46017393,surprise → anger
"ooooh early shifts... ooh my dear early shifts, why don't you all go to f**k off! FML",sadness,anger,0.38556442,sadness → anger
I've gotta watch out for those stealth skillz! I always forget.,joy,sadness,0.4158311,joy → sadness
i feel insulted a href http olajideolafunmbi,joy,neutral,0.9677384,joy → neutral
yeah you'll never see it coming though that is the best part of it all,surprise,joy,0.42480877,surprise → joy
heading out to dinner in a minute - cant wait to have food.,sadness,joy,0.53731483,sadness → joy
i dont know if my sister will ever be ok with me or me ok with her on more than just a fundamental level but lately i feel more sympathetic to her,joy,neutral,0.9228979,joy → neutral
I wish my sister lived near me,surprise,sadness,0.73180073,surprise → sadness
Funny cause I have one for you come to the store tomorrow,surprise,joy,0.4547212,surprise → joy
so see you on my birthday visit me haha why wack Saturday ?,joy,surprise,0.6264321,joy → surprise
have my thousandth sinus infection this year,joy,sadness,0.6456502,joy → sadness
Just saw the review of the game on the t clip of him dropping the ball.... iantevenmad,anger,sadness,0.29766485,anger → sadness
Mailroom was some kind of crazy today. layoff,anger,sadness,0.441469,anger → sadness
Make sure u pick up Chrisette Michele's new album EPIPHANY in stores tomorrow May 5th! You will love it! Promise! Congrats,joy,surprise,0.5003909,joy → surprise
